Upload a file,Summary Results,flag,username,timestamp
"{""path"":""flagged\\Upload a file\\3d86affd0e387b494ee3\\systematic_review.md"",""url"":""http://127.0.0.1:7862/file=C:\\Users\\DELL\\AppData\\Local\\Temp\\gradio\\28cca568d55789edc632827b5db663bebfeae5d0\\systematic_review.md"",""size"":110714,""orig_name"":""systematic_review.md"",""mime_type"":""""}",,,,2024-07-29 15:49:38.626270
